 WL        Abs       T%
 655.0  0.137036  72.939651
 656.0  0.136078  73.100761
 657.0  0.135526  73.193718
 658.0  0.134909  73.297844
 659.0  0.134196  73.418282
 660.0  0.133689  73.503998
 661.0  0.132987  73.622871
 662.0  0.132418  73.719490
 663.0  0.131689  73.843330
 664.0  0.130923  73.973572
 665.0  0.129995  74.131897
 666.0  0.129522  74.212585
 667.0  0.128742  74.345985
 668.0  0.128155  74.446648
 669.0  0.127550  74.550423
 670.0  0.126868  74.667503
 671.0  0.126443  74.740707
 672.0  0.125793  74.852707
 673.0  0.125313  74.935349
 674.0  0.124555  75.066216
 675.0  0.123996  75.162918
 676.0  0.123621  75.227852
 677.0  0.123026  75.331123
 678.0  0.122583  75.407959
 679.0  0.122029  75.504105
 680.0  0.121310  75.629242
 681.0  0.121107  75.664650
 682.0  0.120691  75.737206
 683.0  0.120038  75.851097
 684.0  0.119815  75.890015
 685.0  0.119093  76.016380
 686.0  0.118272  76.160172
 687.0  0.117627  76.273460
 688.0  0.117265  76.336967
 689.0  0.116810  76.417030
 690.0  0.116231  76.519020
 691.0  0.115886  76.579742
 692.0  0.115488  76.649918
 693.0  0.115062  76.725197
 694.0  0.114429  76.837082
 695.0  0.113959  76.920273
 696.0  0.113622  76.979980
 697.0  0.113176  77.059090
 698.0  0.112754  77.133987
 699.0  0.112401  77.196770
 700.0  0.112052  77.258858
 701.0  0.111620  77.335663
 702.0  0.111296  77.393425
 703.0  0.110837  77.475189
 704.0  0.110581  77.520905
 705.0  0.110086  77.609283
 706.0  0.109703  77.677780
 707.0  0.109229  77.762665
 708.0  0.108798  77.839783
 709.0  0.108332  77.923454
 710.0  0.107935  77.994690
 711.0  0.107643  78.047165
 712.0  0.107246  78.118530
 713.0  0.107045  78.154633
 714.0  0.106915  78.178123
 715.0  0.106321  78.285042
 716.0  0.106334  78.282784
 717.0  0.106039  78.335899
 718.0  0.105673  78.401962
 719.0  0.105143  78.497681
 720.0  0.104941  78.534248
 721.0  0.104615  78.593170
 722.0  0.103931  78.717117
 723.0  0.103696  78.759689
 724.0  0.103310  78.829704
 725.0  0.102828  78.917213
 726.0  0.102591  78.960266
 727.0  0.102350  79.004082
 728.0  0.101868  79.091873
 729.0  0.101487  79.161354
 730.0  0.101234  79.207451
 731.0  0.101018  79.246857
 732.0  0.100726  79.300209
 733.0  0.100473  79.346413
 734.0  0.100257  79.385780
 735.0  0.099899  79.451286
