B.E.(eV)           Raw Intensity       Peak Sum            Background          Peak 1              Peak 2              Peak 3              Peak 4              Peak 5              Peak 6              difference
 18.47              325.846             334.8737            169.1615            169.2871            169.4928            169.6526            170.8763            179.196             322.1766           -9.027649 
 18.42              314.462             331.2244            168.7257            168.8521            169.0596            169.2227            170.4728            179.5432            317.7024           -16.76242 
 18.37              340.524             327.7853            168.3202            168.4475            168.6569            168.8233            170.1008            180.0195            313.3385            12.73865 
 18.32              298.223             324.464             167.8412            167.9694            168.1806            168.3504            169.6561            180.5328            308.9806           -26.241 
 18.27              301.004             321.4634            167.4785            167.6076            167.8207            167.9939            169.3287            181.286             304.8188           -20.45944 
 18.22              328.743             318.6722            167.107             167.237             167.4521            167.6288            168.9936            182.168             300.7276            10.07083 
 18.17              303.085             316.0355            166.6573            166.7883            167.0054            167.1856            168.5813            183.1241            296.6375           -12.9505 
 18.12              283.521             313.7171            166.2778            166.4097            166.6287            166.8127            168.2404            184.3183            292.6962           -30.19611 
 18.07              304.23              311.7164            165.9516            166.0845            166.3055            166.4932            167.954             185.7506            288.8867           -7.486359 
 18.02              305.922             309.9383            165.5669            165.7007            165.9238            166.1154            167.6102            187.3261            285.0966           -4.016296 
 17.97              263.177             308.4528            165.1765            165.3112            165.5364            165.7319            167.262             189.1154            281.3781           -45.27582 
 17.92              302.973             307.4012            164.9038            165.0396            165.2669            165.4664            167.033             191.2601            277.8544           -4.428192 
 17.87              290.048             306.5718            164.5197            164.6565            164.8859            165.0896            166.694             193.5492            274.2955           -16.52383 
 17.82              309.764             306.1287            164.1705            164.3082            164.5398            164.7477            166.3913            196.1474            270.8468            3.635284 
 17.77              305.758             305.9983            163.7655            163.9042            164.138             164.3503            166.0343            198.9817            267.4172           -.2402649 
 17.72              323.005             306.2631            163.3705            163.5102            163.7462            163.9629            165.689             202.1353            264.0717            16.74194 
 17.67              295.578             306.8793            162.9264            163.0672            163.3054            163.5266            165.2965            205.5651            260.7504           -11.30133 
 17.62              323.725             307.9854            162.5573            162.6992            162.9397            163.1656            164.9809            209.4103            257.5765            15.73959 
 17.57              337.715             309.4395            162.109             162.2519            162.4947            162.7254            164.5879            213.5298            254.3947            28.27548 
 17.52              381.293             311.2908            161.6204            161.7644            162.0095            162.2451            164.157             217.9734            251.2435            70.00217 
 17.47              354.274             313.465             161.0093            161.1543            161.4019            161.6425            163.6058            222.6678            248.0392            40.80896 
 17.42              345.13              316.1627            160.4716            160.6178            160.8677            161.1135            163.1305            227.8143            244.9772            28.96729 
 17.37              345.986             319.3361            159.9579            160.1052            160.3576            160.6086            162.682             233.3657            242.0067            26.6499 
 17.32              307.775             322.9553            159.4404            159.5888            159.8436            160.1001            162.2326            239.2933            239.099            -15.18033 
 17.27              334.754             327.1226            159.0278            159.1772            159.4346            159.6967            161.8913            245.6997            236.3618            7.631439 
 17.22              342.521             331.6465            158.5389            158.6895            158.9495            159.2172            161.4774            252.3946            233.6128            10.87448 
 17.17              376.415             336.5646            158.0271            158.1789            158.4414            158.715             161.0446            259.416             230.9043            39.85037 
 17.12              363.033             341.7841            157.4195            157.5725            157.8376            158.1172            160.5203            266.6718            228.1624            21.24887 
 17.07              362.685             347.4111            156.8475            157.0016            157.2695            157.5552            160.0365            274.2687            225.5171            15.27393 
 17.02              400.436             353.3781            156.2749            156.4302            156.7007            156.9928            159.5576            282.14              222.9312            47.05795 
 16.97              348.784             359.5435            155.5957            155.7522            156.0255            156.324             158.9781            290.1445            220.2976           -10.75952 
 16.92              394.438             366.1138            155.0582            155.216             155.492             155.7972            158.5473            298.4888            217.8635            28.32422 
 16.87              366.331             372.7719            154.3923            154.5513            154.8302            155.1421            157.9957            306.8564            215.3575           -6.440857 
 16.82              365.462             379.6705            153.8027            153.9629            154.2447            154.5637            157.5291            315.4004            212.983            -14.20847 
 16.77              384.238             386.6761            153.2139            153.3754            153.6601            153.9862            157.0732            323.9869            210.6637           -2.438141 
 16.72              403.966             393.6724            152.5712            152.7339            153.0216            153.3551            156.5745            332.4996            208.3434            10.29358 
 16.67              374.89              400.5889            151.8718            152.0359            152.3265            152.6677            156.0317            340.8677            206.0182           -25.69885 
 16.62              388.94              407.49              151.2514            151.4168            151.7105            152.0594            155.582             349.1553            203.8228           -18.54999 
 16.57              399.308             414.1812            150.5901            150.7569            151.0537            151.4106            155.1076            357.1672            201.6358           -14.8732 
 16.52              405.466             420.5941            149.8982            150.0663            150.3662            150.7314            154.6207            364.8337            199.4666           -15.12805 
 16.47              430.704             426.66              149.1872            149.3567            149.6598            150.0335            154.1353            372.0854            197.3254            4.044037 
 16.42              445.926             432.2435            148.4041            148.5749            148.8813            149.2636            153.6009            378.7851            195.158             13.68246 
 16.37              437.083             437.291             147.5764            147.7486            148.0583            148.4496            153.0482            384.8772            192.991            -.2080078 
 16.32              429.128             441.789             146.771             146.9446            147.2577            147.6581            152.5471            390.3465            190.8898           -12.66101 
 16.27              468.155             445.658             145.9854            146.1605            146.477             146.8869            152.099             395.1107            188.8511            22.49701 
 16.22              439.128             448.6965            145.0892            145.2657            145.5856            146.0053            151.5772            398.9656            186.743            -9.568481 
 16.17              409.664             451.0299            144.2712            144.4492            144.7726            145.2023            151.1751            402.0331            184.7535           -41.36591 
 16.12              461.172             452.6066            143.5329            143.7123            144.0394            144.4793            150.899             404.2581            182.8829            8.565369 
 16.07              461.569             453.161             142.6492            142.8302            143.1608            143.6114            150.529             405.3706            180.9051            8.40802 
 16.02              468.735             452.8082            141.762             141.9445            142.2788            142.7403            150.2126            405.4813            178.9607            15.92682 
 15.97              467.371             451.5189            140.8524            141.0364            141.3745            141.8472            149.937             404.5557            177.0298            15.85214 
 15.92              467.003             449.3223            139.944             140.1296            140.4715            140.9558            149.7326            402.6176            175.1352            17.68069 
 15.87              442.249             446.2381            139.0341            139.2213            139.5671            140.0633            149.6034            399.6807            173.273            -3.989105 
 15.82              441.553             442.3719            138.1906            138.3794            138.7291            139.2376            149.6248            395.8441            171.5099           -.8188477 
 15.77              441.805             437.709             137.3467            137.5371            137.8908            138.412             149.7377            391.0864            169.7784            4.095947 
 15.72              380.94              432.3115            136.4997            136.6917            137.0495            137.5837            149.9479            385.4622            168.0748           -51.37146 
 15.67              425.79              426.4235            135.8196            136.0133            136.3753            136.923             150.4337            379.2083            166.568            -.6334534 
 15.62              422.449             419.8338            135.013             135.2083            135.5745            136.1361            150.9105            372.1056            164.9636            2.615173 
 15.57              420.628             412.7637            134.2133            134.4104            134.7809            135.3567            151.5209            364.367             163.3944            7.864319 
 15.52              425.938             405.2997            133.4165            133.6154            133.9902            134.5808            152.27              356.071             161.8552            20.63828 
 15.47              416.911             397.5139            132.6028            132.8033            133.1826            133.7885            153.1471            347.281             160.3253            19.39709 
 15.42              378.395             389.5379            131.8118            132.0142            132.3979            133.0196            154.2013            338.1204            158.8436           -11.14291 
 15.37              396.879             381.5436            131.1259            131.33              131.7184            132.3562            155.524             328.7528            157.4916            15.33536 
 15.32              416.943             373.4602            130.3865            130.5925            130.9855            131.6402            156.9655            319.0992            156.1099            43.48282 
 15.27              426.483             365.3663            129.5894            129.7972            130.195             130.867             158.5298            309.2307            154.6934            61.11673 
 15.22              366.299             357.3698            128.7634            128.9731            129.3757            130.0657            160.2542            299.2479            153.2702            8.92923 
 15.17              345.13              349.7383            128.1026            128.3142            128.7217            129.4303            162.3396            289.4119            152.0336           -4.608337 
 15.12              327.843             342.4322            127.4988            127.7123            128.1249            128.8528            164.6846            279.6771            150.8746           -14.58917 
 15.07              319.152             335.5026            126.9415            127.1569            127.5746            128.3224            167.2839            270.09              149.782            -16.35059 
 15.02              320.26              328.9816            126.4068            126.6242            127.0471            127.8155            170.1182            260.679             148.7313           -8.721558 
 14.97              304.318             322.8906            125.8674            126.0869            126.5151            127.305             173.1633            251.4631            147.6945           -18.57257 
 14.92              284.846             317.3192            125.371             125.5925            126.0261            126.8383            176.4683            242.5308            146.7184           -32.47321 
 14.87              324.002             312.3121            124.9274            125.1509            125.59              126.4253            180.043             233.9274            145.8123            11.68988 
 14.82              327.011             307.734             124.3735            124.5992            125.0438            125.9033            183.7227            225.5202            144.8125            19.27695 
 14.77              326.451             303.7057            123.8098            124.0375            124.4879            125.3725            187.6039            217.434             143.8188            22.7453 
 14.72              297.463             300.25              123.2461            123.476             123.9321            124.8429            191.6909            209.6979            142.8405           -2.786987 
 14.67              324.97              297.4521            122.7614            122.9935            123.4555            124.3938            196.0547            202.4057            141.9559            27.51788 
 14.62              300.704             295.1542            122.1989            122.4332            122.9013            123.8682            200.5282            195.4101            141.0078            5.549774 
 14.57              294.13              293.4926            121.7023            121.9388            122.413             123.41              205.2426            188.8602            140.1392            .6374512 
 14.52              282.693             292.4039            121.2226            121.4614            121.9419            122.9705            210.134             182.7084            139.3007           -9.710938 
 14.47              314.782             291.8817            120.7734            121.0145            121.5014            122.5633            215.1986            176.9656            138.5052            22.9003 
 14.42              302.105             291.7789            120.2337            120.4771            120.9705            122.0675            220.2955            171.5052            137.6314            10.32608 
 14.37              336.315             292.1886            119.7277            119.9735            120.4735            121.6077            225.5265            166.4428            136.803             44.1264 
 14.32              281.12              292.9442            119.1252            119.3734            119.8802            121.0538            230.7365            161.6369            135.8893           -11.82419 
 14.27              280.388             294.2533            118.6745            118.9252            119.4389            120.6544            236.1464            157.3228            135.1381           -13.8653 
 14.22              303.99              295.9202            118.2246            118.4778            118.9985            120.2588            241.5758            153.3344            134.3981            8.069763 
 14.17              279.34              297.8289            117.7078            117.9635            118.4914            119.7995            246.9249            149.5876            133.601            -18.48892 
 14.12              306.543             300.0621            117.2582            117.5164            118.0517            119.4111            252.2937            146.1995            132.8806            6.480896 
 14.07              336.943             302.4217            116.7316            116.9924            117.5351            118.9498            257.5019            143.0079            132.0925            34.5213 
 14.02              348.439             304.8426            116.119             116.3824            116.9328            118.4071            262.5024            139.9857            131.227             43.59644 
 13.97              345.706             307.3194            115.4727            115.7388            116.2969            117.8359            267.308             137.1669            130.3362            38.3866 
 13.92              320.008             309.833             114.8322            115.101             115.6671            117.2761            271.9175            134.5728            129.4593            10.17499 
 13.87              321.645             312.388             114.2614            114.533             115.1072            116.7926            276.3526            132.2497            128.6598            9.256989 
 13.82              337.751             314.8495            113.6844            113.9589            114.5413            116.3101            280.4953            130.1045            127.8616            22.90155 
 13.77              365.478             317.1189            113.0611            113.3384            113.9293            115.7894            284.2629            128.0804            127.0241            48.3591 
 13.72              313.277             319.1072            112.3589            112.639             113.2386            115.1988            287.5814            126.1293            126.1145           -5.8302 
 13.67              321.981             320.9824            111.8               112.083             112.6914            114.7617            290.6328            124.4585            125.3547            .9986267 
 13.62              352.913             322.5244            111.2152            111.5013            112.1187            114.3103            293.2099            122.8851            124.5754            30.38858 
 13.57              309.308             323.625             110.5428            110.8319            111.4585            113.7839            295.2162            121.3343            123.7143           -14.31696 
 13.52              309.888             324.4497            109.9899            110.282             110.918             113.3912            296.8282            120.0012            122.9785           -14.56171 
 13.47              336.715             324.841             109.4338            109.729             110.3747            113.0113            297.8976            118.7523            122.245             11.87396 
 13.42              331.068             324.6977            108.8015            109.0999            109.7554            112.5728            298.3318            117.5045            121.4406            6.37027 
 13.37              298.743             324.0894            108.1832            108.4848            109.1503            112.1681            298.2077            116.339             120.6552           -25.34641 
 13.32              301                 323.0779            107.653             107.958             108.6338            111.8734            297.5933            115.3218            119.9629           -22.07788 
 13.27              339.784             321.5633            107.1151            107.4234            108.1097            111.5952            296.3937            114.3496            119.2674            18.22073 
 13.22              329.656             319.4478            106.4679            106.7795            107.4765            111.2343            294.5156            113.3142            118.467             10.20825 
 13.17              304.946             316.8791            105.847             106.1621            106.8701            110.9293            292.1098            112.3456            117.6972           -11.93311 
 13.12              281.02              313.9171            105.2931            105.6117            106.3309            110.7237            289.2386            111.4792            116.9985           -32.89713 
 13.07              294.102             310.5854            104.8042            105.1264            105.8571            110.6188            285.927             110.7085            116.3687           -16.48343 
 13.02              292.233             306.8124            104.2776            104.6034            105.3459            110.515             282.1044            109.9269            115.7049           -14.57941 
 12.97              318.619             302.6752            103.7547            104.0842            104.8387            110.4574            277.8477            109.1722            115.0485            15.94382 
 12.92              284.058             298.1345            103.157             103.4902            104.2571            110.3713            273.1172            108.363             114.3206           -14.07645 
 12.87              292.565             293.4015            102.6537            102.9907            103.7703            110.4297            268.123             107.6658            113.6905           -.8364563 
 12.82              252.405             288.4003            102.1254            102.4663            103.2587            110.5173            262.7874            106.959             113.0385           -35.9953 
 12.77              261.589             283.3109            101.7073            102.0521            102.8578            110.7736            257.2881            106.3759            112.4998           -21.72192 
 12.72              302.177             278.041             101.2625            101.6113            102.4306            111.0661            251.5303            105.7779            111.9373            24.13605 
 12.67              273.521             272.5478            100.7036            101.0565            101.8897            111.3117            245.4683            105.0761            111.2635            .9732361 
 12.62              239.88              267.0673            100.2228            100.5799            101.4273            111.7074            239.3349            104.4615            110.6705           -27.18732 
 12.57              269.26              261.6563            99.8343             100.1956            101.0576            112.2717            233.1834            103.9473            110.1723            7.603668 
 12.52              273.79              256.1808            99.36296            99.72852            100.6055            112.8341            226.8763            103.3574            109.5938            17.60916 
 12.47              276.018             250.7489            98.87772            99.24764            100.14              113.4682            220.5178            102.76              109.0038            25.26913 
 12.42              285.558             245.404             98.38492            98.7593             99.6674             114.1847            214.1479            102.1609            108.4084            40.15399 
 12.37              263.249             240.1609            97.86421            98.24313            99.16738            114.9674            207.7776            101.539             107.7874            23.08813 
 12.32              242.705             235.1404            97.40411            97.78764            98.72846            115.9091            201.5243            100.9824            107.2291            7.56459 
 12.27              251.765             230.368             96.99989            97.38812            98.34595            117.0087            195.4099            100.4861            106.7287            21.39705 
 12.22              220.26              225.7883            96.56934            96.96236            97.93763            118.1874            189.3763            99.96733            106.2039           -5.528275 
 12.17              208.84              221.5386            96.22523            96.62312            97.61631            119.5612            183.558             99.53867            105.7674           -12.69859 
 12.12              217.483             217.5847            95.91195            96.3148             97.32638            121.0771            177.9185            99.14422            105.3636           -.1017456 
 12.07              253.802             213.8895            95.57375            95.98166            97.01212            122.6812            172.4187            98.72799            104.9366            39.91251 
 12.02              238.267             210.3913            95.13356            95.54662            96.5965             124.298             166.996             98.21272            104.4093            27.87575 
 11.97              203.99              207.2463            94.73537            95.15369            96.22349            126.0722            161.8059            97.7422             103.9256           -3.256287 
 11.92              195.186             204.5162            94.43143            94.85509            95.94539            128.0562            156.9104            97.36852            103.5377           -9.330215 
 11.87              204.73              202.1369            94.15113            94.58026            95.6916             130.1786            152.2462            97.02094            103.1749            2.593124 
 11.82              239.112             200.0605            93.84351            94.2782             95.41119            132.3866            147.7673            96.64835            102.7863            39.05148 
 11.77              206.343             198.2185            93.43938            93.87974            95.035              134.6086            143.408             96.18145            102.3026            8.124481 
 11.72              221.176             196.7949            93.12529            93.57143            94.7496             137.0276            139.3557            95.80669            101.9103            24.38113 
 11.67              213.681             195.6523            92.76905            93.22109            94.42281            139.5068            135.4779            95.39175            101.4771            18.02872 
 11.62              188.78              194.845             92.43268            92.89073            94.11671            142.1026            131.8347            94.9986             101.0651           -6.065033 
 11.57              202.705             194.4113            92.16464            92.62883            93.87976            144.8567            128.471             94.67559            100.7227            8.293686 
 11.52              233.289             194.2306            91.85712            92.32756            93.60419            147.6534            125.2743            94.31483            100.3419            39.0584 
 11.47              209.072             194.2416            91.46366            91.94049            93.24359            150.4373            122.1923            93.86979            99.8764             14.83037 
 11.42              209.5               194.5797            91.13648            91.61983            92.9502             153.3506            119.3706            93.49262            99.47826            14.92033 
 11.37              218.291             195.1575            90.8072             91.29719            92.65565            156.3135            116.7332            93.11488            99.0791             23.13347 
 11.32              238.279             195.9314            90.45255            90.94933            92.33675            159.2905            114.2487            92.71322            98.65562            42.34766 
 11.27              205.938             196.8477            90.04129            90.545              91.96227            162.2366            111.8774            92.25637            98.17657            9.090286 
 11.22              196.887             198.0285            89.71886            90.22964            91.6777             165.2829            109.7556            91.88969            97.78733           -1.141556 
 11.17              228.427             199.3844            89.42073            89.93874            91.41856            168.3491            107.8097            91.54861            97.42334            29.04256 
 11.12              210.652             200.7766            89.03403            89.55941            91.072              171.3057            105.9177            91.1202             96.97173            9.875397 
 11.07              230.66              202.3151            88.69569            89.22861            90.77502            174.2721            104.2071            90.74136            96.56938            28.34494 
 11.02              221.12              203.8672            88.30075            88.84137            90.4227             177.1247            102.5638            90.30707            96.11132            17.25281 
 10.97              212.749             205.4869            87.93125            88.47974            90.09714            179.9264            101.061             89.89932            95.67957            7.262085 
 10.92              208.703             207.1422            87.58401            88.14053            89.79519            182.6541            99.68662            89.51491            95.2709             1.56076 
 10.87              215.626             208.7924            87.24706            87.81179            89.50496            185.2755            98.42035            89.14182            94.87334            6.833588 
 10.82              205.674             210.3781            86.88992            87.46305            89.19602            187.7391            97.22361            88.74953            94.45641           -4.704117 
 10.77              216.983             211.9174            86.55946            87.14118            88.91531            190.0708            96.13558            88.38489            94.06693            5.065582 
 10.72              191.961             213.3233            86.19663            86.78713            88.60384            192.191             95.08987            87.98878            93.64584           -21.36229 
 10.67              200.46              214.6693            85.9024             86.50188            88.36265            194.1799            94.18063            87.66218            93.29408           -14.20927 
 10.62              205.926             215.8362            85.5837             86.19237            88.09875            195.9247            93.30836            87.31197            92.91859           -9.910248 
 10.57              187.003             216.8078            85.24892            85.86698            87.82059            197.4152            92.47546            86.9465             92.52773           -29.80482 
 10.52              202.833             217.6291            84.96584            85.59352            87.59605            198.7018            91.7442             86.63354            92.18925           -14.7961 
 10.47              196.443             218.1831            84.63794            85.27546            87.32868            199.6725            91.01292            86.27652            91.80663           -21.74008 
 10.42              227.631             218.5136            84.3269             84.97449            87.08027            200.3761            90.33864            85.93713            91.44154            9.117371 
 10.37              251.973             218.5015            83.92824            84.58614            86.74641            200.6973            89.61259            85.51082            90.98947            33.4715 
 10.32              234.334             218.154             83.46074            84.1292             86.34602            200.6473            88.84966            85.01637            90.4692             16.17998 
 10.27              228.379             217.58              83.04102            83.72029            85.99579            200.3383            88.16294            84.57039            89.99733            10.79904 
 10.22              192.525             216.7425            82.6367             83.32705            85.66348            199.7366            87.51688            84.14045            89.54147           -24.2175 
 10.17              196.066             215.7243            82.33099            83.03269            85.4324             198.9277            86.99183            83.80976            89.18483           -19.65834 
 10.12              204.862             214.419             82.01458            82.72791            85.19339            197.8076            86.47591            83.46899            88.81807           -9.557037 
 10.07              202.965             212.8182            81.67282            82.39808            84.93192            196.3702            85.95219            83.10345            88.42654           -9.853241 
 10.02              176.635             210.9612            81.33539            82.07286            84.67781            194.6564            85.44831            82.74281            88.03989           -34.32616 
 9.97               228.251             208.9278            81.07027            81.82027            84.49921            192.748             85.03046            82.45504            87.72611            19.32318 
 9.92               241.088             206.5161            80.66083            81.42368            84.17966            190.4445            84.48042            82.02349            87.26856            34.57185 
 9.87               200.588             203.8501            80.21452            80.99056            83.82677            187.8709            83.90422            81.5556             86.77467           -3.2621 
 9.82               191.525             201.0959            79.87965            80.66921            83.58902            185.1946            83.44894            81.19963            86.39275           -9.570953 
 9.77               190.496             198.1857            79.56905            80.37251            83.37949            182.3486            83.02634            80.86845            86.03561           -7.689697 
 9.72               190.42              195.1169            79.26046            80.07816            83.17609            179.331             82.6132             80.53973            85.68099           -4.696884 
 9.67               215.262             191.9072            78.95122            79.78355            82.97643            176.1602            82.20604            80.21082            85.32622            23.35483 
 9.62               185.054             188.5077            78.57201            79.41936            82.71144            172.7878            81.73483            79.8124             84.90197           -3.45372 
 9.57               210.068             185.0919            78.27579            79.13857            82.53434            169.3875            81.35186            79.49739            84.56118            24.97614 
 9.52               201.232             181.5263            77.90915            78.78778            82.29205            165.8262            80.90322            79.11239            84.15046            19.70566 
 9.47               178.559             177.9246            77.56607            78.461              82.07889            162.2175            80.4824             78.75136            83.76376            .6344452 
 9.42               196.186             174.3442            77.28511            78.19678            81.93379            158.6192            80.12754            78.45284            83.43964            21.84178 
 9.37               169.396             170.6917            76.95434            77.88323            81.74527            154.9374            79.72636            78.10489            83.06616           -1.295654 
 9.32               172.969             167.1078            76.69717            77.64377            81.63723            151.313             79.40194            77.83092            82.76672            5.861237 
 9.27               169.404             163.5251            76.42934            77.39417            81.52599            147.6782            79.06978            77.54666            82.45708            5.87886 
 9.22               188.96              159.9792            76.17069            77.15425            81.43206            144.0679            78.74945            77.27192            82.15704            28.98083 
 9.17               168.671             156.4205            75.85691            76.85976            81.29191            140.4323            78.37645            76.9424             81.80228            12.25047 
 9.12               158.011             152.974             75.59871            76.62142            81.21719            136.8952            78.06131            76.66879            81.50354            5.037048 
 9.07               173.069             149.6257            75.36944            76.41261            81.1824             133.4422            77.77721            76.42442            81.23413            23.44327 
 9.02               147.419             146.3167            75.09764            76.16188            81.11742            130.0126            77.45256            76.13786            80.92261            1.10228 
 8.97               143.245             143.1713            74.89645            75.9824             81.13705            126.7294            77.20037            75.9222             80.68209            7.369995E-02 
 8.92               156.234             140.1404            74.70631            75.81463            81.18375            123.5417            76.96096            75.71789            80.45301            16.09357 
 8.87               154.69              137.1864            74.4795             75.61089            81.21227            120.4094            76.68653            75.4772             80.18767            17.50357 
 8.82               155.726             134.3589            74.25636            75.41154            81.26597            117.3791            76.41731            75.24046            79.92636            21.36708 
 8.77               138.896             131.6598            74.02972            75.20944            81.34135            114.4491            76.14606            75.0005             79.66195            7.236221 
 8.72               127.419             129.1473            73.84926            75.05431            81.49262            111.6732            75.9224             74.80698            79.44408           -1.72831 
 8.67               159.004             126.8156            73.70023            74.93143            81.71052            109.0401            75.7315             74.64516            79.25803            32.18844 
 8.62               151.369             124.5537            73.46292            74.72112            81.88196            106.4323            75.45358            74.39531            78.98404            26.81532 
 8.57               143.617             122.48              73.24619            74.53228            82.12387            103.9601            75.19744            74.16628            78.73099            21.13701 
 8.52               128.695             120.6051            73.05042            74.36533            82.44629            101.6244            74.96343            73.95845            78.49926            8.089928 
 8.47               139.312             118.9602            72.89561            74.24032            82.88081            99.44496            74.7715             73.79183            78.30885            20.35179 
 8.42               134.446             117.4872            72.71085            74.08636            83.37023            97.3499             74.55067            73.59547            78.08881            16.95879 
 8.37               130.588             116.2437            72.53911            73.94649            83.97377            95.38058            74.34389            73.41236            77.88215            14.3443 
 8.32               128.095             115.2437            72.37762            73.81799            84.70766            93.53201            74.14835            73.23972            77.68608            12.85131 
 8.27               117.911             114.5028            72.22262            73.69711            85.59019            91.79771            73.96024            73.07377            77.49681            3.408249 
 8.22               124.298             114.0647            72.09551            73.60536            86.66835            90.19588            73.80093            72.93593            77.33578            10.23332 
 8.17               134.482             113.909             71.95029            73.49677            87.92525            88.67696            73.62439            72.78017            77.15694            20.57295 
 8.12               107.883             114.0544            71.77632            73.36077            89.38333            87.22646            73.41994            72.59586            76.94968           -6.17144 
 8.07               102.241             114.6361            71.67587            73.29968            91.18196            85.94249            73.28983            72.48526            76.81626           -12.39513 
 8.02               92.397              115.633             71.59085            73.25549            93.30425            84.76267            73.17594            72.39028            76.69857           -23.23595 
 7.97               97.0628             117.0976            71.53297            73.23999            95.80736            83.69421            73.08994            72.32262            76.60833           -20.03481 
 7.92               91.7087             119.0345            71.46194            73.21297            98.70016            82.69234            72.99153            72.24199            76.50525           -27.32581 
 7.87               126.154             121.5199            71.40562            73.20234            102.0634            81.7803             72.90852            72.17623            76.41717            4.634094 
 7.82               146.739             124.4945            71.2533             73.09752            105.8424            80.84283            72.73022            72.01466            76.23339            22.24451 
 7.77               143.209             128.0505            71.04331            72.9369             110.1338            79.91372            72.49489            71.79557            75.99223            15.15846 
